sample_id,Staphylococcus_epidermidis,Streptococcus_oralis,Corynebacterium_striatum,Cutibacterium_acnes,Rothia_dentocariosa,Neisseria_sicca,Micrococcus_luteus,Streptococcus_mitis,Haemophilus_parainfluenzae,Lactobacillus_gasseri,Clostridium_perfringens,Clostridium_difficile,Bacteroides_fragilis,Parvimonas_micra,Peptostreptococcus_anaerobius,Escherichia_coli,Klebsiella_pneumoniae,Proteus_mirabilis,Morganella_morganii,Enterococcus_faecalis,Wohlfahrtiimonas_chitiniclastica,Ignatzschineria_larvae,Fusobacterium_nucleatum,Prevotella_melaninogenica,Acinetobacter_baumannii,Pseudomonas_fluorescens,Pseudomonas_putida,Bacillus_subtilis,Bacillus_cereus,Flavobacterium_succinicans,Sphingobacterium_multivorum,Chryseobacterium_gleum,Streptomyces_albus,Nocardia_asteroides,Planococcus_halocryophilus,Pedobacter_heparinus,Cellulomonas_flavigena,Arthrobacter_globiformis,Burkholderia_cepacia,Rhizobium_radiobacter,Brevibacterium_casei,Corynebacterium_jeikeium,Streptococcus_constellatus,Propionibacterium_avidum,Serratia_marcescens,Staphylococcus_aureus,Treponema_denticola,Campylobacter_rectus,Filifactor_alocis,Prevotella_intermedia
SAMP_3965,3073,1811,2134,2144,1192,878,1175,1344,543,380,585,442,96,77,116,573,83,109,93,180,41,68,191,80,20,3,3,8,10,1,0,1,0,0,0,2,0,1,2,0,837,952,737,763,0,0,0,0,0,0
SAMP_3966,0,0,0,0,0,0,0,0,0,0,44,186,294,15,29,29,6,292,349,138,1561,691,0,1,2053,1027,808,1316,839,527,306,187,89,102,129,258,27,152,268,34,606,721,437,234,0,0,0,0,0,0
SAMP_3967,560,282,526,603,176,90,284,146,28,170,2202,1476,607,1229,458,857,1133,675,516,1256,439,532,696,1023,58,28,17,27,23,1,5,2,2,1,4,2,0,1,5,0,689,531,319,625,0,0,0,0,0,0
SAMP_3968,2980,3319,3237,2628,2645,2607,1481,2009,1693,1177,2019,478,241,161,131,1105,259,194,128,351,114,219,325,292,31,16,3,7,21,0,2,1,2,0,0,1,0,1,2,1,2048,1623,959,1106,0,0,0,0,0,0
SAMP_3969,2,2,7,2,1,1,0,0,0,0,1351,1944,1943,527,1016,368,359,2270,1379,1386,1620,2742,102,430,659,342,193,313,324,74,64,36,41,12,19,54,4,19,65,0,607,843,321,667,0,0,0,0,0,0
SAMP_3970,106,54,210,97,23,16,53,12,4,30,2292,1410,2343,537,1308,1086,1064,902,635,2369,670,728,1189,1176,111,29,10,31,55,9,10,3,3,1,6,1,0,8,6,0,505,371,376,357,0,0,0,0,0,0
SAMP_3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,799,649,535,355,743,560,299,458,509,280,372,269,541,201,289,194,168,182,208,0,0,0,0,0,0
SAMP_3972,5,5,12,3,5,1,2,2,0,5,1750,1541,1262,776,894,496,603,923,446,1168,644,1145,195,374,211,80,52,101,135,17,6,9,5,1,7,13,2,6,25,0,534,434,501,343,0,0,0,0,3,0
SAMP_3973,592,505,515,749,152,98,277,159,61,101,2169,1007,501,655,650,1088,760,419,269,493,191,638,707,565,71,17,11,19,34,5,3,3,0,1,0,2,0,0,2,0,552,583,171,328,46,0,0,0,0,0
SAMP_3974,0,0,3,0,0,0,0,0,0,0,1618,1719,2068,185,862,446,256,2108,3245,1675,1457,4618,11,136,2620,1389,498,1636,1482,464,324,138,145,56,125,238,26,107,305,18,2413,1537,800,1199,0,0,0,0,0,0
SAMP_3975,1182,515,879,999,232,200,562,339,114,195,2859,963,758,1181,567,1381,730,584,301,1114,235,509,593,531,53,15,11,16,28,3,0,1,2,0,0,3,1,3,2,0,337,662,285,438,0,0,0,0,0,0
SAMP_3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,72,8,0,0,2233,1185,1236,581,832,731,742,423,882,381,348,385,221,358,475,97,298,216,212,241,0,0,0,0,0,0
SAMP_3977,326,161,402,245,81,43,96,75,15,47,1706,1776,1276,758,666,1266,1630,702,643,1487,343,769,569,1065,77,20,10,55,27,8,3,4,0,0,0,3,1,1,4,0,568,784,405,343,0,0,0,0,0,0
SAMP_3978,20,11,64,29,6,3,14,3,1,4,3128,4787,6796,2232,2153,1739,1315,3211,2255,3313,3222,3768,1001,1697,765,307,117,184,467,88,47,27,34,16,24,48,5,31,58,0,881,911,844,985,0,0,0,0,0,0
SAMP_3979,2226,2431,2318,2055,1250,1145,1018,1458,948,687,1282,388,172,103,263,585,170,183,57,210,94,90,206,274,22,6,5,5,7,3,1,0,1,1,0,2,0,2,1,0,864,1303,752,402,0,0,0,0,0,0
SAMP_3980,76,68,200,37,9,1,44,20,12,11,1700,965,1133,1083,849,1190,602,453,444,811,314,470,818,574,93,18,4,47,49,9,6,2,4,0,2,12,1,2,6,0,380,245,200,288,0,42,0,0,0,0
SAMP_3981,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,7,32,0,267,161,0,0,2931,3157,1611,1322,1480,1264,893,724,863,620,538,799,329,496,519,219,969,1044,699,511,0,0,0,0,0,0
SAMP_3982,0,0,0,0,0,0,0,0,0,0,11,100,45,0,3,5,0,71,109,8,601,507,0,0,3795,1885,1925,1685,1387,1287,609,1041,347,183,257,960,101,468,869,82,674,881,732,702,0,0,0,0,0,0
SAMP_3983,2294,1593,1379,1361,598,360,612,619,204,510,2206,1731,453,559,425,1896,631,392,471,735,164,301,641,682,64,20,9,22,24,5,5,0,1,0,1,1,1,0,1,0,738,667,569,531,0,0,0,0,0,0
SAMP_3984,2315,2281,1821,1575,941,312,953,453,215,460,4271,1015,884,789,672,1703,653,477,494,1267,265,653,690,1039,67,8,20,23,41,8,4,0,2,0,1,2,0,0,2,0,822,1507,638,986,0,0,0,0,0,0
SAMP_3985,0,0,0,0,0,0,0,0,0,0,1,16,4,0,0,0,0,17,67,2,438,202,0,0,2233,1496,1697,1351,938,764,388,495,521,191,382,1163,165,545,391,72,567,554,390,426,0,0,0,0,0,0
SAMP_3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020,2493,2204,1693,2311,1354,1420,1164,1232,1583,966,1160,402,911,942,996,661,800,347,435,0,0,0,0,0,0
SAMP_3987,3977,4940,4180,2510,1759,852,1692,3248,497,1960,1788,755,470,264,266,1045,515,338,218,556,183,294,395,596,36,18,8,11,17,0,0,4,1,0,1,5,0,2,1,1,1244,1715,1439,1328,0,0,0,69,0,0
SAMP_3988,210,107,163,183,27,25,36,47,4,36,4749,3323,4924,2538,2343,3680,2084,1383,1700,2979,1886,958,1337,1986,216,87,80,159,145,24,12,20,4,3,6,24,0,8,24,2,1922,926,731,841,0,0,0,0,0,0
SAMP_3989,363,253,365,418,87,50,100,37,18,64,2555,784,1012,467,771,974,922,632,380,469,257,321,872,943,106,34,20,19,33,3,3,0,1,0,6,3,0,1,1,0,697,277,388,366,0,0,0,0,0,0
SAMP_3990,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,11,0,149,98,0,0,3684,2693,1724,2083,1485,2380,611,872,1644,431,739,1244,349,933,665,328,1265,361,499,453,0,0,0,0,0,0
SAMP_3991,1801,1964,1988,1546,976,524,633,939,253,455,686,349,103,158,184,422,138,72,98,211,77,83,252,131,12,6,2,8,9,3,2,0,0,1,1,3,0,0,0,0,823,998,373,786,0,0,0,0,0,0
SAMP_3992,969,445,868,561,170,131,187,236,72,121,842,817,476,306,387,1147,442,435,219,671,187,332,341,255,30,6,2,23,27,1,1,0,2,1,1,2,0,1,2,0,314,493,202,232,0,0,0,0,0,0
SAMP_3993,0,0,0,0,0,0,0,0,0,0,168,633,597,25,133,47,40,607,888,369,2314,1506,1,19,2057,928,953,1508,859,415,219,145,132,64,175,143,20,105,252,12,1224,853,509,460,0,0,0,0,0,0
SAMP_3994,5435,5379,5344,2606,2242,1316,2080,2895,858,1535,878,763,348,182,203,659,307,196,296,490,223,211,263,328,56,16,8,18,20,1,3,0,0,1,0,5,0,0,3,0,1723,1337,960,1499,0,58,0,0,0,0
SAMP_3995,26,5,51,10,5,5,6,6,1,6,1599,1313,1234,917,1092,668,993,608,815,875,656,436,548,678,107,30,25,107,85,6,8,4,4,1,10,12,0,5,12,0,481,371,248,347,0,0,0,0,0,0
SAMP_3996,55,61,283,74,29,12,16,17,5,19,4241,2097,1470,1801,1587,2185,1168,836,1364,2018,682,531,1130,988,168,63,58,93,92,24,8,2,4,1,4,6,0,5,12,2,775,851,395,664,0,0,0,0,13,0
SAMP_3997,1163,725,1415,876,399,144,326,222,92,223,4205,4457,3675,1456,1146,1871,2507,995,857,2562,679,1156,1767,1323,160,43,11,64,78,7,4,7,1,2,6,12,0,2,6,0,1206,1553,789,680,0,0,0,0,0,0
SAMP_3998,221,86,267,197,43,12,51,49,15,15,2710,2182,2425,706,558,2875,723,997,867,1338,548,1083,904,1133,163,51,17,85,41,14,10,0,1,0,8,5,0,2,13,0,683,873,458,497,0,0,0,0,0,0
SAMP_3999,53,26,159,42,9,12,22,4,3,12,3556,1816,2719,737,1028,1000,1587,836,961,1008,585,794,1000,435,179,33,24,75,104,7,15,5,3,2,6,11,1,4,12,1,418,425,225,231,0,0,0,0,48,0
SAMP_4000,3754,2230,3724,3349,1062,1088,1376,1202,523,778,6037,1756,860,429,633,1677,882,375,402,1203,306,521,980,771,68,23,16,15,33,9,7,3,1,0,1,4,0,3,4,1,1654,1200,1338,1034,0,0,0,0,0,139
SAMP_4001,6,1,1,3,1,2,2,0,0,0,1474,1287,1305,269,597,286,443,1438,871,454,1000,1027,55,480,414,203,153,119,311,53,29,16,16,6,12,32,1,15,35,0,386,478,328,510,0,0,0,0,0,0
SAMP_4002,0,0,0,0,0,0,0,0,0,0,42,375,398,8,43,35,9,684,810,111,2607,1301,0,5,3438,2612,1780,1535,2222,1175,694,577,465,143,448,666,103,357,568,65,989,1279,1013,513,0,0,0,0,0,0
SAMP_4003,0,0,0,0,0,0,0,0,0,0,915,1001,2005,300,970,361,200,1301,1412,769,3124,2954,24,107,1062,564,368,612,898,178,171,56,57,10,34,107,9,29,92,10,802,1381,874,479,0,0,0,0,0,0
SAMP_4004,3211,1472,2246,1788,927,611,837,1488,233,282,1968,739,386,244,307,1113,298,224,196,480,135,208,415,168,24,13,8,17,9,0,4,0,0,1,2,1,0,1,4,0,1207,1064,474,924,0,0,0,0,0,0
SAMP_4005,2090,2015,2022,1560,848,638,628,1222,285,530,848,497,413,349,355,810,583,228,233,498,206,115,819,259,33,10,3,13,26,1,2,1,0,0,1,2,0,0,2,1,919,862,507,572,0,0,0,0,0,0
SAMP_4006,801,316,1239,588,235,103,205,103,46,132,5126,2144,1274,1359,1311,2266,1800,1464,378,1772,745,887,1789,1528,95,36,21,45,57,6,4,3,4,0,3,5,0,3,3,0,1471,615,772,1168,0,0,0,0,0,0
SAMP_4007,321,153,582,412,60,47,99,65,30,59,4518,2216,1542,1501,1338,987,1555,979,458,1756,754,991,1661,983,146,40,20,62,76,18,6,7,5,4,5,7,0,2,12,1,868,447,464,505,0,0,0,0,0,122
SAMP_4008,490,267,621,428,87,71,137,64,51,82,2169,1856,1182,762,1153,984,1106,801,822,804,474,780,667,1184,98,28,12,51,39,8,1,4,3,1,3,6,1,2,8,1,907,486,617,537,0,0,0,0,0,0
SAMP_4009,1,0,5,0,0,0,1,0,0,0,526,1362,2726,238,540,348,185,1472,1085,1108,2153,2534,36,225,1289,585,260,937,885,192,142,64,70,18,74,130,11,65,125,12,778,752,712,871,0,0,0,0,0,0
SAMP_4010,5080,5435,3355,3641,2035,1418,2643,2362,1098,1077,1393,1008,150,317,262,1627,297,176,184,638,114,258,386,381,30,13,4,4,16,4,2,0,0,2,1,1,0,0,0,0,1429,1758,993,1000,0,0,0,0,0,0
SAMP_4011,2926,2130,1408,3191,878,781,1466,1705,664,535,843,311,92,102,137,489,226,118,48,203,37,112,140,82,13,6,6,12,17,2,0,0,0,0,1,2,0,0,2,0,988,1152,526,898,0,0,0,0,0,0
SAMP_4012,316,221,192,196,29,34,91,33,10,71,2218,868,561,823,487,510,967,590,292,800,202,364,696,504,65,11,11,9,19,6,2,1,1,0,1,2,0,2,4,0,577,399,524,279,0,0,0,0,0,0
SAMP_4013,0,2,1,0,0,0,0,0,0,0,570,2153,1218,287,750,483,100,1910,922,1443,3895,6115,7,101,2231,2582,1398,3635,1998,722,503,287,254,156,186,357,51,140,591,46,1901,1571,1755,1078,0,0,0,0,0,0
SAMP_4014,1828,1938,1586,1826,748,576,747,704,305,619,1955,1074,415,404,395,1372,394,303,189,452,238,316,749,616,28,28,7,14,32,5,4,2,1,1,3,3,1,0,0,1,619,765,819,777,0,0,0,0,0,87
SAMP_4015,2,2,8,1,0,0,2,0,1,0,1823,1783,2099,1054,1167,1010,497,1331,1431,2584,1299,1982,228,467,765,294,234,299,470,46,43,22,28,17,29,98,8,28,42,2,462,651,572,649,0,0,0,0,0,0
SAMP_4016,992,884,1238,1288,315,246,631,346,150,331,3570,1103,1642,1022,1748,1976,1449,701,722,769,289,669,996,880,62,19,18,32,33,6,3,2,3,0,2,8,0,2,3,0,1004,1209,636,1031,0,0,0,0,0,0
SAMP_4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4245,3335,3793,1717,1932,1807,2831,2058,2102,1335,1715,1022,1240,1294,1631,595,1362,420,585,418,0,0,0,0,0,0
SAMP_4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,973,1832,641,829,607,854,762,408,483,555,424,519,332,455,533,413,334,333,358,211,0,0,0,0,0,0
SAMP_4019,427,535,1372,1023,131,155,426,215,60,196,5334,2179,1469,1761,1183,2708,2246,707,899,1662,601,877,2299,1146,116,37,14,41,52,19,12,0,2,2,1,2,1,3,4,2,718,800,794,1269,0,0,0,0,0,0
SAMP_4020,1618,1292,1507,1407,686,301,791,472,177,250,2605,600,882,655,507,1283,497,333,312,821,304,434,809,485,57,16,8,25,13,10,1,2,0,0,2,4,1,1,4,0,463,747,811,722,0,0,0,0,0,0
SAMP_4021,82,54,133,52,5,12,46,12,3,7,3259,895,2147,1163,915,1045,1586,839,777,1441,484,576,717,808,50,45,33,44,83,11,14,8,2,2,3,9,2,3,8,0,538,351,196,539,0,0,0,0,0,0
SAMP_4022,3035,1317,1906,2787,1213,603,879,902,273,862,6939,2994,3157,1634,1174,4344,1186,768,1149,2627,407,1546,1377,1617,89,48,20,74,64,6,4,4,5,2,3,8,1,3,14,0,811,1763,1044,1196,0,0,185,0,0,0
SAMP_4023,2,3,2,0,0,0,0,0,0,0,1146,1267,2094,194,396,408,100,1361,1666,732,2938,4866,25,154,2385,1587,763,1057,1747,302,172,139,87,73,124,123,18,121,252,24,1315,1420,1270,962,0,0,0,0,0,0
SAMP_4024,0,0,0,0,0,0,0,0,0,0,4,46,19,0,0,2,1,38,69,5,458,253,0,0,2004,2267,1818,1185,1758,1034,1386,453,442,188,557,1057,108,515,540,106,900,741,587,521,0,0,0,0,0,0
SAMP_4025,2,0,1,1,0,0,0,0,0,0,513,1514,1611,178,668,347,139,1072,1071,910,3016,1864,19,127,975,428,280,396,806,164,59,79,42,31,55,72,8,35,124,3,614,783,810,489,0,0,0,0,0,0
SAMP_4026,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,16,45,2,511,177,0,0,3426,2575,3509,1899,1809,1795,676,599,912,654,631,732,271,1030,1106,237,659,896,732,861,0,0,0,0,0,0
SAMP_4027,46,33,122,51,17,3,17,9,0,9,3426,3030,2159,1219,1374,2217,1440,1391,1016,1389,814,1626,720,1404,145,112,44,55,81,23,15,3,5,1,7,15,3,14,14,1,467,632,507,543,0,0,0,0,0,0
SAMP_4028,1172,1048,1094,1089,365,402,358,637,163,345,1328,438,290,331,237,1151,220,134,91,275,125,180,255,173,13,8,5,16,11,4,2,1,0,0,0,3,0,0,0,1,516,484,320,273,0,0,0,0,0,0
SAMP_4029,0,0,0,0,0,0,0,0,0,0,217,529,823,32,101,37,21,324,725,204,1350,781,1,12,778,1160,595,804,736,443,137,85,63,50,82,162,21,26,133,16,689,868,313,379,0,0,0,0,0,0
SAMP_4030,662,328,535,535,114,86,226,187,30,120,1674,1343,1355,1059,721,1954,723,981,796,1555,545,697,784,1455,72,26,25,46,53,2,8,4,2,0,7,7,0,3,7,1,711,556,565,736,0,0,0,0,0,0
SAMP_4031,1,0,6,1,0,0,1,0,0,2,1039,1770,1615,333,585,524,295,1404,1366,991,2717,3100,37,164,1240,837,362,521,556,161,62,83,29,29,30,137,11,62,111,4,842,1039,732,479,0,0,0,0,52,0
SAMP_4032,1134,341,1430,593,316,153,581,270,68,158,5070,1707,2192,1550,2089,2069,1614,879,764,2884,786,758,2610,1045,168,40,24,60,60,7,6,6,0,4,4,4,0,2,14,1,1320,1381,716,502,0,0,0,0,0,0
SAMP_4033,7439,5339,4268,4352,2556,2362,2211,2923,1987,1012,2027,1191,438,279,476,1322,437,362,199,539,174,383,390,562,43,18,10,22,28,2,2,0,1,0,1,5,2,3,1,0,2478,2594,2215,2039,0,0,0,0,0,0
SAMP_4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143,3178,1157,1943,1209,1241,1358,876,1801,774,654,947,1278,803,795,856,682,580,395,324,0,0,0,0,0,0
SAMP_4035,1653,759,1454,867,353,248,226,310,147,293,1108,307,125,141,146,555,215,142,125,203,91,151,213,181,17,6,6,5,5,1,0,0,2,0,0,2,0,0,2,0,555,593,555,314,0,0,0,0,0,0
SAMP_4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6080,5231,3062,1812,2703,1420,2775,1932,2209,2046,1356,1839,1524,2386,1381,1325,797,1336,711,692,0,0,0,0,0,0
SAMP_4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,717,492,508,488,400,350,356,502,261,288,477,246,277,270,310,152,142,96,169,0,0,0,0,0,0
SAMP_4038,0,0,0,0,0,0,0,0,0,0,9,54,50,0,8,4,0,37,118,18,557,519,0,1,1044,445,474,776,732,280,264,138,142,35,158,206,42,109,232,29,229,368,176,201,0,0,0,0,0,0
SAMP_4039,0,0,5,1,0,0,1,0,0,1,941,1969,1481,396,917,505,227,1888,1578,1152,1775,2014,53,289,1089,701,318,461,520,156,71,34,28,13,23,118,4,21,85,4,684,454,519,439,76,0,0,20,0,0
SAMP_4040,1,0,3,1,0,0,1,0,0,0,951,894,1584,266,710,267,197,1009,1362,592,1442,1419,24,113,1136,287,216,303,557,95,85,16,39,6,24,59,9,19,98,2,632,349,502,407,0,0,0,0,0,0
SAMP_4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,0,0,2635,1790,1490,1455,1582,1361,1356,1486,1654,612,995,1098,852,1280,1067,632,745,508,570,635,0,0,0,0,0,0
SAMP_4042,323,441,496,526,93,57,230,186,46,140,3347,1429,1106,405,525,1063,546,448,612,1033,379,669,939,956,68,14,18,21,34,3,3,0,2,0,0,3,0,1,3,0,554,468,362,332,0,0,0,0,0,0
SAMP_4043,27,20,44,34,8,3,12,5,0,3,3016,1978,1670,982,1310,1717,1107,1611,771,1033,687,1173,492,484,178,105,54,95,80,36,14,4,7,6,10,16,1,4,32,0,586,847,229,357,0,0,0,0,0,0
SAMP_4044,3,0,4,1,0,0,1,0,0,1,1003,3331,3045,429,666,448,403,1628,3372,1112,2504,3383,61,339,1527,851,389,680,1251,235,112,48,105,31,95,114,11,45,162,15,1240,982,652,609,0,0,0,0,0,0
SAMP_4045,30,19,90,34,9,6,21,15,3,7,1867,1395,2591,1097,1433,1951,1436,1275,1331,2049,939,1378,384,1054,233,55,48,132,77,17,22,8,4,1,12,10,1,4,22,1,939,669,564,328,0,0,0,0,0,0
SAMP_4046,114,63,210,127,22,21,48,30,4,25,3910,1650,1856,1392,1470,1317,990,1151,1404,1769,1112,1616,1207,1349,255,101,33,64,100,24,8,8,4,0,7,11,0,5,20,2,1289,1111,443,593,0,0,0,0,0,0
SAMP_4047,626,384,669,508,115,70,128,92,45,84,4655,2917,1418,1150,1003,2829,1445,1409,827,2019,585,1759,1036,1808,72,71,19,60,57,13,3,2,4,1,2,10,0,1,7,0,699,712,1088,407,0,0,0,0,0,0
SAMP_4048,30,21,53,22,8,4,7,4,4,1,1875,4135,3435,1509,1441,1525,2022,1348,1632,2129,1316,2311,449,1385,260,138,55,102,210,41,15,9,8,3,4,18,2,11,27,3,679,654,629,832,0,0,0,0,0,0
SAMP_4049,0,0,0,0,0,0,0,0,0,0,0,16,9,0,2,0,0,11,44,2,151,146,0,0,2689,1181,1846,971,1313,961,672,476,531,310,358,260,250,309,376,101,441,600,264,287,0,0,0,0,0,0
SAMP_4050,2562,2423,3723,3403,2081,1139,1449,1951,364,618,4713,1326,1195,1094,680,1813,1478,943,485,690,462,475,574,654,75,30,17,30,20,8,2,3,3,1,5,3,0,3,0,0,1090,1817,714,1304,0,0,0,0,0,0
SAMP_4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,1485,1697,1080,768,953,580,410,492,549,238,1075,599,503,451,364,467,206,178,403,0,0,0,0,0,0
SAMP_4052,8,0,11,6,1,2,4,1,1,0,1923,1990,2357,657,1032,570,515,1590,996,1318,916,1457,223,403,742,118,112,265,208,32,23,27,11,3,25,23,1,12,29,2,392,914,425,314,0,0,0,0,0,0
SAMP_4053,0,0,0,0,0,0,0,0,0,0,0,65,14,0,2,0,0,55,72,3,493,156,0,0,2534,2212,1617,989,2292,1193,607,621,324,256,330,645,273,335,568,127,840,678,621,294,0,0,0,0,0,0
SAMP_4054,97,123,492,104,21,21,46,29,5,20,6368,4592,3810,3538,1475,2999,2488,1848,1452,4295,2049,1647,2193,2423,310,133,77,117,98,29,8,7,12,6,5,14,3,5,29,3,1376,1447,547,896,0,0,0,0,0,0
SAMP_4055,0,1,0,0,0,0,0,0,0,0,61,255,198,7,21,25,2,220,178,73,870,982,1,1,1193,652,770,439,562,358,181,97,124,42,80,196,33,118,141,24,560,350,342,321,0,0,0,0,0,53
SAMP_4056,1294,981,1341,1117,601,451,499,591,187,559,384,130,84,47,37,276,55,42,34,82,34,47,50,68,8,5,3,0,3,0,1,0,0,0,0,0,0,1,0,0,507,357,275,372,0,0,0,0,0,0
SAMP_4057,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,146,24,0,0,3373,2603,2083,1921,3419,1452,1167,1082,670,1019,892,667,481,682,1505,308,923,705,725,491,0,0,0,0,0,0
SAMP_4058,2768,1818,2739,1585,985,847,864,2221,662,828,739,424,90,134,123,481,64,108,108,151,72,98,191,49,9,6,3,6,11,0,0,0,1,0,1,0,0,0,5,0,859,1023,779,493,0,0,0,0,0,0
SAMP_4059,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,107,45,0,0,3530,2912,3891,4288,2332,2973,1274,907,1394,1607,685,956,481,604,1192,383,845,630,695,725,0,0,0,0,0,0
SAMP_4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,4650,2255,2146,1955,1882,2175,1270,1779,1549,1593,1517,1712,1275,1593,1648,1238,1132,1020,517,0,0,0,0,0,0
SAMP_4061,1247,719,1737,658,229,269,538,476,125,252,2949,2120,904,1856,1011,1874,2385,940,776,2105,493,970,1136,1337,108,49,27,70,72,2,9,2,3,1,4,4,0,5,7,1,1016,1001,1245,735,0,0,0,0,0,0
SAMP_4062,1665,840,1504,1242,568,265,482,360,154,215,2200,812,585,238,288,949,243,242,281,853,277,415,756,467,24,11,6,22,6,2,2,1,1,0,0,2,0,0,1,0,697,972,255,417,0,0,0,0,0,0
SAMP_4063,0,0,0,0,0,0,0,0,0,0,119,238,203,13,59,26,14,317,276,129,553,1007,0,6,916,502,271,733,489,244,63,61,49,19,69,137,16,68,91,4,260,279,224,183,0,23,0,0,0,22
SAMP_4064,1678,1415,1394,1525,1209,330,809,585,325,447,4326,1779,594,749,668,1726,1092,472,400,1127,272,609,1341,834,43,17,7,25,40,10,4,2,1,1,2,1,0,0,5,0,1601,1306,875,619,0,0,0,0,0,0
SAMP_4065,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,17,32,1,483,213,0,0,4541,9167,3954,1847,3884,2237,2348,1554,1596,1345,1186,1598,391,1460,1953,451,1231,2017,795,1117,0,0,0,0,0,0
SAMP_4066,2732,4994,3003,1807,2623,598,1184,1308,738,860,1711,804,383,242,175,691,378,226,309,406,175,284,402,322,25,6,11,19,13,7,5,1,1,1,0,4,0,0,4,1,1776,740,781,1201,0,0,0,0,0,0
SAMP_4067,3624,2070,2425,1898,1221,799,762,987,456,952,1473,602,399,241,389,794,424,297,230,550,262,332,406,212,30,16,7,15,18,3,1,3,0,1,2,1,0,2,3,0,1079,1041,832,887,0,0,0,0,0,0
SAMP_4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,1466,1797,629,1483,862,679,965,687,701,502,719,601,691,521,366,395,399,290,273,0,0,0,0,0,0
SAMP_4069,0,0,2,1,0,0,0,1,0,0,540,1763,1576,78,392,199,78,1282,1454,889,2104,2669,6,63,2614,1094,1042,1036,2125,350,304,141,106,71,115,254,19,124,138,20,1055,1236,573,1167,0,0,0,0,0,0
SAMP_4070,0,0,0,0,0,0,0,0,0,0,174,662,589,20,87,35,12,843,1031,383,2221,2415,0,6,4863,2238,1351,1396,2293,811,387,287,416,214,279,713,62,342,725,79,1236,1347,699,1349,0,0,0,0,0,0
SAMP_4071,608,390,516,549,112,41,147,164,41,92,3024,2078,919,1837,1292,1840,1275,1144,902,1165,427,710,965,800,106,19,8,54,35,5,16,1,2,3,3,3,1,2,5,0,836,765,418,426,0,0,0,0,0,0
SAMP_4072,4,1,6,3,0,3,1,1,0,2,1973,2609,4257,547,1677,1252,841,2865,2050,1969,2748,2926,95,618,1752,303,173,354,705,124,42,44,27,14,52,115,14,20,114,3,1507,910,1089,869,0,0,0,0,17,0
SAMP_4073,8,6,20,14,5,2,5,3,1,1,3854,2678,5187,1703,2059,1491,1602,1981,2256,2621,1670,2593,332,1165,364,241,158,347,216,106,39,15,26,8,28,27,5,19,71,2,1341,1133,830,933,0,0,0,0,0,0
SAMP_4074,5,1,3,5,1,0,1,3,0,3,1796,1898,1520,702,548,999,643,1297,1134,705,902,1090,174,483,505,151,76,134,137,51,38,15,11,4,22,23,0,11,43,3,597,618,258,337,0,0,0,0,0,0
SAMP_4075,0,0,0,1,1,0,1,0,0,0,779,781,1795,217,401,244,255,1157,1100,1069,2819,2249,25,128,926,750,315,725,650,257,117,45,51,34,32,83,18,43,131,7,693,721,308,539,0,0,0,0,0,0
SAMP_4076,21,12,37,25,3,2,8,2,1,5,2298,1342,1379,825,1057,944,657,1674,1006,1625,839,1671,409,871,180,137,50,128,118,36,20,8,6,7,9,24,2,13,20,0,496,739,492,354,97,0,0,0,0,0
SAMP_4077,149,101,465,173,18,26,72,61,13,26,5286,2222,2332,3083,3278,2785,2518,2465,1971,2182,1387,2266,2063,1864,421,103,74,126,108,45,14,10,8,1,12,22,1,3,16,1,1405,936,535,1071,0,0,0,0,0,0
SAMP_4078,1946,664,3910,1899,749,766,1346,831,367,394,4957,1836,1017,1372,1049,4814,2279,968,494,1596,609,710,1938,2040,93,44,26,40,81,8,0,2,2,2,3,3,1,1,5,1,1239,1533,806,1062,0,0,0,0,0,0
