sample_id,true_pmi_days,ambient_temp_c,humidity_pct,accumulated_degree_days,sample_site,decomposition_stage
SAMP_4483,8.06,19.3,58.2,155.61,oral_cavity,Active Decay
SAMP_4484,8.45,20.6,48.6,174.0,oral_cavity,Active Decay
SAMP_4485,2.36,20.4,69.7,48.12,skin_surface,Bloat
SAMP_4486,13.56,21.7,78.9,294.22,oral_cavity,Active Decay
SAMP_4487,0.26,20.7,55.6,5.28,oral_cavity,Fresh
SAMP_4488,4.38,16.4,41.3,71.87,skin_surface,Bloat
SAMP_4489,15.15,19.8,50.7,299.99,oral_cavity,Active Decay
SAMP_4490,8.3,21.6,74.1,179.25,oral_cavity,Active Decay
SAMP_4491,3.03,26.9,89.5,81.42,soil_interface,Bloat
SAMP_4492,11.87,30.8,40.7,365.69,soil_interface,Advanced Decay
SAMP_4493,8.38,27.3,55.3,228.75,oral_cavity,Active Decay
SAMP_4494,15.91,18.9,43.1,300.67,oral_cavity,Active Decay
SAMP_4495,13.28,19.2,55.8,255.0,soil_interface,Active Decay
SAMP_4496,9.42,21.4,60.3,201.56,oral_cavity,Active Decay
SAMP_4497,6.7,29.1,86.0,194.91,skin_surface,Active Decay
SAMP_4498,1.43,21.3,44.0,30.44,skin_surface,Fresh
SAMP_4499,3.03,16.7,78.9,50.59,skin_surface,Bloat
SAMP_4500,5.43,20.0,59.8,108.64,soil_interface,Bloat
SAMP_4501,9.15,25.0,80.6,228.64,oral_cavity,Active Decay
SAMP_4502,7.21,24.8,65.7,178.79,skin_surface,Active Decay
SAMP_4503,3.4,21.2,42.0,72.07,skin_surface,Bloat
SAMP_4504,0.1,24.7,87.3,2.47,soil_interface,Fresh
SAMP_4505,6.86,12.9,44.1,88.45,soil_interface,Bloat
SAMP_4506,3.36,22.4,69.9,75.34,skin_surface,Bloat
SAMP_4507,13.27,25.4,83.9,336.94,soil_interface,Active Decay
SAMP_4508,0.24,18.7,44.0,4.53,oral_cavity,Fresh
SAMP_4509,8.79,18.7,67.7,164.38,oral_cavity,Active Decay
SAMP_4510,28.38,14.5,81.2,411.55,oral_cavity,Advanced Decay
SAMP_4511,1.92,28.4,89.3,54.43,oral_cavity,Bloat
SAMP_4512,6.38,19.1,76.2,121.86,skin_surface,Bloat
SAMP_4513,0.96,23.0,53.9,22.05,soil_interface,Fresh
SAMP_4514,9.83,24.4,75.0,239.77,skin_surface,Active Decay
SAMP_4515,8.0,28.0,75.3,223.91,skin_surface,Active Decay
SAMP_4516,5.23,21.4,75.0,111.96,oral_cavity,Bloat
SAMP_4517,7.37,19.8,82.7,145.89,skin_surface,Bloat
SAMP_4518,22.69,22.7,44.4,515.04,skin_surface,Advanced Decay
SAMP_4519,2.19,27.1,45.4,59.22,skin_surface,Bloat
SAMP_4520,0.23,21.3,72.0,4.86,oral_cavity,Fresh
SAMP_4521,19.78,18.2,87.7,360.01,skin_surface,Advanced Decay
SAMP_4522,8.61,15.8,63.3,135.98,skin_surface,Bloat
SAMP_4523,22.13,17.1,88.0,378.47,skin_surface,Advanced Decay
SAMP_4524,9.09,25.5,86.9,231.71,oral_cavity,Active Decay
SAMP_4525,16.62,20.7,85.1,343.95,oral_cavity,Active Decay
SAMP_4526,5.62,19.6,85.5,110.06,oral_cavity,Bloat
SAMP_4527,13.86,19.1,84.9,264.68,skin_surface,Active Decay
SAMP_4528,24.42,22.3,81.0,544.64,skin_surface,Advanced Decay
SAMP_4529,8.49,21.0,74.7,178.27,soil_interface,Active Decay
SAMP_4530,1.99,20.9,41.2,41.68,skin_surface,Bloat
SAMP_4531,3.13,27.4,46.6,85.78,oral_cavity,Bloat
SAMP_4532,2.21,28.2,46.7,62.45,skin_surface,Bloat
SAMP_4533,2.84,15.6,41.2,44.23,skin_surface,Bloat
SAMP_4534,3.66,23.3,45.8,85.25,oral_cavity,Bloat
SAMP_4535,8.1,18.9,86.0,153.09,skin_surface,Active Decay
SAMP_4536,8.87,21.0,73.2,186.21,oral_cavity,Active Decay
SAMP_4537,5.56,23.2,55.6,128.99,oral_cavity,Bloat
SAMP_4538,9.56,21.1,79.7,201.63,skin_surface,Active Decay
SAMP_4539,0.85,22.9,64.4,19.49,skin_surface,Fresh
SAMP_4540,0.92,24.7,47.1,22.7,skin_surface,Fresh
SAMP_4541,1.89,23.2,84.2,43.74,oral_cavity,Bloat
SAMP_4542,7.3,19.4,56.9,141.61,soil_interface,Bloat
SAMP_4543,2.41,19.5,74.9,46.95,skin_surface,Bloat
SAMP_4544,3.33,16.2,54.5,53.96,soil_interface,Bloat
SAMP_4545,5.11,18.6,65.0,95.11,skin_surface,Bloat
SAMP_4546,16.71,29.8,80.8,497.84,skin_surface,Advanced Decay
SAMP_4547,0.14,18.8,47.8,2.62,oral_cavity,Fresh
SAMP_4548,10.48,17.2,88.9,180.26,skin_surface,Active Decay
SAMP_4549,11.05,23.3,43.5,257.53,skin_surface,Active Decay
SAMP_4550,16.03,21.6,66.7,346.19,oral_cavity,Active Decay
SAMP_4551,26.99,21.2,85.8,572.27,skin_surface,Advanced Decay
SAMP_4552,0.2,27.6,87.3,5.61,skin_surface,Fresh
SAMP_4553,1.67,24.2,51.6,40.41,skin_surface,Bloat
SAMP_4554,21.73,19.9,47.2,432.44,oral_cavity,Advanced Decay
SAMP_4555,6.13,20.3,76.2,124.53,oral_cavity,Bloat
SAMP_4556,8.31,20.0,42.1,166.29,oral_cavity,Active Decay
SAMP_4557,10.88,25.5,64.3,277.38,skin_surface,Active Decay
SAMP_4558,11.37,20.8,79.8,236.4,oral_cavity,Active Decay
SAMP_4559,26.84,14.8,68.0,397.3,oral_cavity,Advanced Decay
SAMP_4560,30.0,21.8,49.4,654.0,soil_interface,Dry Remains
SAMP_4561,12.74,15.9,64.4,202.49,oral_cavity,Active Decay
SAMP_4562,3.39,30.7,86.1,103.95,skin_surface,Bloat
SAMP_4563,21.18,18.1,70.9,383.39,soil_interface,Advanced Decay
SAMP_4564,0.5,21.4,76.1,10.8,skin_surface,Fresh
SAMP_4565,2.63,23.0,56.8,60.44,skin_surface,Bloat
SAMP_4566,22.77,20.8,49.4,473.57,soil_interface,Advanced Decay
SAMP_4567,2.96,20.8,52.8,61.56,soil_interface,Bloat
SAMP_4568,2.49,23.7,66.7,59.08,skin_surface,Bloat
SAMP_4569,1.49,28.1,54.0,41.77,oral_cavity,Bloat
SAMP_4570,19.6,25.1,67.1,491.91,skin_surface,Advanced Decay
SAMP_4571,6.93,27.9,75.4,193.42,soil_interface,Active Decay
SAMP_4572,11.24,17.8,76.7,200.0,soil_interface,Active Decay
SAMP_4573,2.73,23.3,48.2,63.66,soil_interface,Bloat
SAMP_4574,14.19,22.6,77.5,320.69,skin_surface,Active Decay
SAMP_4575,14.27,23.4,73.6,333.95,skin_surface,Active Decay
SAMP_4576,3.75,27.5,40.6,103.08,oral_cavity,Bloat
SAMP_4577,5.29,21.1,42.9,111.57,oral_cavity,Bloat
SAMP_4578,2.35,20.4,72.3,48.01,skin_surface,Bloat
SAMP_4579,30.0,24.1,59.2,723.0,oral_cavity,Dry Remains
SAMP_4580,10.37,14.9,47.3,154.56,oral_cavity,Active Decay
SAMP_4581,27.26,21.1,42.2,575.27,soil_interface,Advanced Decay
SAMP_4582,3.62,21.5,48.0,77.73,oral_cavity,Bloat
SAMP_4583,15.23,18.3,87.9,278.67,soil_interface,Active Decay
SAMP_4584,14.52,26.2,76.4,380.38,oral_cavity,Advanced Decay
SAMP_4585,11.77,17.8,66.4,209.42,soil_interface,Active Decay
SAMP_4586,30.0,21.5,87.1,645.0,skin_surface,Dry Remains
SAMP_4587,5.0,23.2,71.0,116.03,oral_cavity,Bloat
SAMP_4588,1.4,27.4,76.3,38.38,skin_surface,Bloat
SAMP_4589,11.14,22.0,54.1,245.05,soil_interface,Active Decay
SAMP_4590,13.07,25.7,69.4,335.84,skin_surface,Active Decay
SAMP_4591,8.56,24.8,47.2,212.24,skin_surface,Active Decay
SAMP_4592,2.32,22.5,60.2,52.13,soil_interface,Bloat
SAMP_4593,7.02,17.6,41.7,123.57,oral_cavity,Bloat
SAMP_4594,3.74,16.3,50.8,61.0,soil_interface,Bloat
SAMP_4595,5.58,22.4,43.7,124.92,oral_cavity,Bloat
SAMP_4596,10.36,19.8,59.4,205.18,skin_surface,Active Decay
SAMP_4597,13.67,25.7,82.2,351.4,oral_cavity,Advanced Decay
SAMP_4598,2.64,25.0,58.9,66.06,skin_surface,Bloat
SAMP_4599,5.2,21.3,81.6,110.7,oral_cavity,Bloat
SAMP_4600,3.14,17.4,72.8,54.56,oral_cavity,Bloat
SAMP_4601,2.21,24.0,65.5,53.14,skin_surface,Bloat
SAMP_4602,15.3,17.9,51.8,273.81,skin_surface,Active Decay
SAMP_4603,24.0,19.0,86.1,455.94,skin_surface,Advanced Decay
SAMP_4604,4.62,18.1,42.7,83.7,skin_surface,Bloat
SAMP_4605,13.91,21.4,74.4,297.76,oral_cavity,Active Decay
SAMP_4606,22.73,26.7,71.1,606.89,soil_interface,Dry Remains
SAMP_4607,18.72,22.0,62.1,411.75,oral_cavity,Advanced Decay
SAMP_4608,2.02,20.2,52.0,40.78,oral_cavity,Bloat
SAMP_4609,30.0,15.9,61.5,477.0,skin_surface,Advanced Decay
SAMP_4610,4.73,24.2,83.6,114.39,skin_surface,Bloat
SAMP_4611,4.14,18.9,81.8,78.32,oral_cavity,Bloat
SAMP_4612,0.64,22.5,87.1,14.5,oral_cavity,Fresh
SAMP_4613,6.66,20.6,55.4,137.17,soil_interface,Bloat
SAMP_4614,1.15,25.4,59.4,29.32,skin_surface,Fresh
SAMP_4615,2.86,21.4,40.9,61.15,skin_surface,Bloat
SAMP_4616,3.81,21.8,87.1,83.1,soil_interface,Bloat
SAMP_4617,16.55,23.9,56.5,395.44,oral_cavity,Advanced Decay
SAMP_4618,20.83,30.4,60.2,633.34,skin_surface,Dry Remains
SAMP_4619,3.6,25.6,85.4,92.21,oral_cavity,Bloat
SAMP_4620,19.57,21.6,66.3,422.68,oral_cavity,Advanced Decay
SAMP_4621,19.47,22.0,68.3,428.24,oral_cavity,Advanced Decay
SAMP_4622,14.47,19.9,48.8,287.89,skin_surface,Active Decay
SAMP_4623,1.59,18.2,64.9,28.87,oral_cavity,Fresh
SAMP_4624,11.72,19.8,85.9,232.1,skin_surface,Active Decay
SAMP_4625,29.01,18.9,67.9,548.26,soil_interface,Advanced Decay
SAMP_4626,11.47,24.6,52.8,282.26,skin_surface,Active Decay
SAMP_4627,4.03,17.7,41.6,71.31,oral_cavity,Bloat
SAMP_4628,6.94,27.3,56.8,189.55,oral_cavity,Active Decay
SAMP_4629,10.38,25.0,68.6,259.42,skin_surface,Active Decay
SAMP_4630,7.15,22.1,42.1,157.91,oral_cavity,Active Decay
SAMP_4631,1.28,22.0,70.5,28.11,soil_interface,Fresh
SAMP_4632,3.74,19.8,66.2,74.06,soil_interface,Bloat
SAMP_4633,16.21,23.1,79.2,374.56,skin_surface,Advanced Decay
SAMP_4634,19.76,26.4,41.4,521.74,oral_cavity,Advanced Decay
SAMP_4635,1.48,19.2,79.0,28.36,soil_interface,Fresh
SAMP_4636,30.0,15.9,66.0,477.0,skin_surface,Advanced Decay
SAMP_4637,3.99,24.8,58.5,98.88,skin_surface,Bloat
SAMP_4638,10.86,23.3,88.3,252.95,oral_cavity,Active Decay
SAMP_4639,13.94,17.5,48.0,243.88,skin_surface,Active Decay
SAMP_4640,16.71,19.1,67.1,319.17,soil_interface,Active Decay
SAMP_4641,29.14,18.6,56.0,542.03,oral_cavity,Advanced Decay
SAMP_4642,3.75,19.1,66.4,71.68,soil_interface,Bloat
SAMP_4643,19.56,20.7,67.6,404.79,oral_cavity,Advanced Decay
SAMP_4644,1.41,20.9,44.5,29.51,soil_interface,Fresh
SAMP_4645,12.21,19.4,73.1,236.86,skin_surface,Active Decay
SAMP_4646,13.55,19.0,71.7,257.39,oral_cavity,Active Decay
SAMP_4647,11.32,21.1,78.5,238.92,oral_cavity,Active Decay
SAMP_4648,2.91,22.7,44.5,66.01,skin_surface,Bloat
SAMP_4649,20.64,20.7,54.9,427.23,oral_cavity,Advanced Decay
SAMP_4650,1.85,26.6,72.5,49.2,skin_surface,Bloat
SAMP_4651,0.55,24.0,46.8,13.23,oral_cavity,Fresh
SAMP_4652,12.64,15.6,73.9,197.18,oral_cavity,Active Decay
SAMP_4653,6.45,24.1,43.0,155.51,skin_surface,Active Decay
SAMP_4654,18.91,24.4,56.7,461.43,skin_surface,Advanced Decay
SAMP_4655,4.84,20.3,82.3,98.16,skin_surface,Bloat
SAMP_4656,1.84,16.0,78.7,29.48,skin_surface,Fresh
SAMP_4657,18.11,22.0,72.2,398.33,skin_surface,Advanced Decay
SAMP_4658,7.96,22.0,83.5,175.14,skin_surface,Active Decay
SAMP_4659,2.1,17.5,75.5,36.7,oral_cavity,Bloat
SAMP_4660,12.74,16.2,66.0,206.44,oral_cavity,Active Decay
SAMP_4661,7.16,21.6,89.0,154.58,oral_cavity,Active Decay
SAMP_4662,9.27,21.1,74.7,195.62,skin_surface,Active Decay
SAMP_4663,6.18,20.3,70.1,125.42,skin_surface,Bloat
SAMP_4664,17.64,21.7,60.4,382.87,skin_surface,Advanced Decay
SAMP_4665,17.69,17.6,85.1,311.41,skin_surface,Active Decay
SAMP_4666,12.36,20.3,54.8,250.86,oral_cavity,Active Decay
SAMP_4667,1.11,24.1,40.5,26.84,skin_surface,Fresh
SAMP_4668,18.25,20.6,49.8,376.04,oral_cavity,Advanced Decay
SAMP_4669,11.12,15.3,45.5,170.1,skin_surface,Active Decay
SAMP_4670,11.94,20.1,55.9,240.01,skin_surface,Active Decay
SAMP_4671,4.51,17.7,81.3,79.82,soil_interface,Bloat
SAMP_4672,21.14,23.1,72.6,488.4,soil_interface,Advanced Decay
SAMP_4673,12.92,23.3,48.4,301.11,skin_surface,Active Decay
SAMP_4674,1.19,15.4,79.4,18.4,soil_interface,Fresh
SAMP_4675,5.24,25.0,65.2,130.97,oral_cavity,Bloat
SAMP_4676,21.75,17.6,65.6,382.78,oral_cavity,Advanced Decay
SAMP_4677,0.48,28.2,58.1,13.63,soil_interface,Fresh
SAMP_4678,30.0,21.8,83.2,654.0,soil_interface,Dry Remains
SAMP_4679,11.37,17.0,55.9,193.26,skin_surface,Active Decay
SAMP_4680,9.98,17.4,44.7,173.65,oral_cavity,Active Decay
SAMP_4681,3.15,23.4,55.1,73.82,soil_interface,Bloat
SAMP_4682,2.86,20.4,75.8,58.36,oral_cavity,Bloat
SAMP_4683,28.48,21.6,72.9,615.24,oral_cavity,Dry Remains
SAMP_4684,3.54,28.5,49.4,100.95,skin_surface,Bloat
SAMP_4685,14.94,19.2,45.6,286.83,oral_cavity,Active Decay
SAMP_4686,4.99,22.2,73.0,110.87,oral_cavity,Bloat
SAMP_4687,1.5,27.7,73.8,41.54,soil_interface,Bloat
SAMP_4688,0.11,23.1,58.3,2.49,oral_cavity,Fresh
SAMP_4689,7.86,15.6,82.1,122.59,soil_interface,Bloat
SAMP_4690,30.0,24.0,88.9,720.0,soil_interface,Dry Remains
SAMP_4691,4.61,17.3,50.3,79.7,soil_interface,Bloat
SAMP_4692,4.42,27.6,68.9,121.97,soil_interface,Bloat
SAMP_4693,4.22,18.7,40.3,78.86,skin_surface,Bloat
SAMP_4694,7.35,32.0,75.7,235.23,skin_surface,Active Decay
SAMP_4695,5.81,27.9,60.7,162.1,soil_interface,Active Decay
SAMP_4696,21.2,18.8,49.7,398.48,skin_surface,Advanced Decay
SAMP_4697,7.04,22.1,77.6,155.64,skin_surface,Active Decay
SAMP_4698,7.09,25.0,80.5,177.2,skin_surface,Active Decay
SAMP_4699,1.49,25.1,45.6,37.38,skin_surface,Bloat
SAMP_4700,30.0,23.8,42.0,714.0,skin_surface,Dry Remains
SAMP_4701,2.88,27.0,56.7,77.66,skin_surface,Bloat
SAMP_4702,0.76,21.5,71.3,16.38,skin_surface,Fresh
SAMP_4703,10.88,20.5,79.7,223.06,skin_surface,Active Decay
SAMP_4704,9.05,20.6,67.3,186.38,skin_surface,Active Decay
SAMP_4705,5.36,25.4,69.0,136.24,oral_cavity,Bloat
SAMP_4706,5.49,23.5,80.0,128.9,skin_surface,Bloat
SAMP_4707,15.37,23.2,66.4,356.68,oral_cavity,Advanced Decay
SAMP_4708,2.18,25.2,70.6,54.89,soil_interface,Bloat
SAMP_4709,17.16,13.8,65.8,236.84,soil_interface,Active Decay
SAMP_4710,10.46,23.2,84.0,242.73,skin_surface,Active Decay
SAMP_4711,5.43,22.9,51.8,124.34,soil_interface,Bloat
SAMP_4712,6.13,28.7,53.2,175.8,skin_surface,Active Decay
SAMP_4713,2.97,15.9,46.4,47.16,oral_cavity,Bloat
SAMP_4714,13.95,28.2,81.0,393.33,skin_surface,Advanced Decay
SAMP_4715,7.19,22.3,60.6,160.39,oral_cavity,Active Decay
SAMP_4716,3.87,24.0,57.4,92.86,oral_cavity,Bloat
SAMP_4717,9.06,28.7,89.1,260.16,skin_surface,Active Decay
SAMP_4718,30.0,24.2,86.3,726.0,skin_surface,Dry Remains
SAMP_4719,5.71,23.6,88.6,134.85,skin_surface,Bloat
SAMP_4720,25.34,23.0,47.1,582.91,skin_surface,Advanced Decay
SAMP_4721,4.23,20.1,84.6,85.05,oral_cavity,Bloat
SAMP_4722,0.56,21.9,56.4,12.33,skin_surface,Fresh
SAMP_4723,2.28,19.1,40.6,43.64,oral_cavity,Bloat
SAMP_4724,5.42,21.8,59.6,118.26,oral_cavity,Bloat
SAMP_4725,2.48,12.7,65.5,31.5,skin_surface,Fresh
SAMP_4726,0.1,23.7,45.4,2.37,oral_cavity,Fresh
SAMP_4727,24.65,21.5,66.9,530.0,oral_cavity,Advanced Decay
SAMP_4728,18.57,20.7,81.0,384.43,oral_cavity,Advanced Decay
SAMP_4729,13.56,22.9,58.9,310.51,skin_surface,Active Decay
SAMP_4730,1.84,16.3,57.6,29.94,soil_interface,Fresh
SAMP_4731,1.28,29.7,56.9,38.09,soil_interface,Bloat
SAMP_4732,0.7,21.6,86.2,15.12,skin_surface,Fresh
SAMP_4733,12.87,21.4,42.4,275.52,skin_surface,Active Decay
SAMP_4734,26.42,18.1,62.3,478.27,oral_cavity,Advanced Decay
SAMP_4735,5.63,22.1,53.2,124.44,oral_cavity,Bloat
SAMP_4736,1.27,27.5,84.7,34.89,skin_surface,Fresh
SAMP_4737,7.18,26.1,44.8,187.46,skin_surface,Active Decay
SAMP_4738,4.29,25.4,60.6,108.96,skin_surface,Bloat
SAMP_4739,4.7,24.2,60.3,113.67,oral_cavity,Bloat
SAMP_4740,9.71,20.6,84.4,200.04,oral_cavity,Active Decay
SAMP_4741,12.68,16.2,50.8,205.48,oral_cavity,Active Decay
SAMP_4742,1.17,21.2,72.2,24.85,skin_surface,Fresh
SAMP_4743,0.36,21.1,46.7,7.65,oral_cavity,Fresh
SAMP_4744,30.0,26.2,87.7,786.0,skin_surface,Dry Remains
SAMP_4745,2.65,23.2,69.7,61.46,oral_cavity,Bloat
SAMP_4746,0.55,28.4,71.3,15.71,skin_surface,Fresh
SAMP_4747,2.11,26.8,61.7,56.43,oral_cavity,Bloat
SAMP_4748,0.4,20.2,57.1,8.03,oral_cavity,Fresh
SAMP_4749,4.97,14.8,50.6,73.6,oral_cavity,Bloat
SAMP_4750,16.22,27.5,70.2,445.92,oral_cavity,Advanced Decay
SAMP_4751,4.17,27.4,87.7,114.37,oral_cavity,Bloat
SAMP_4752,5.87,16.5,58.0,96.91,soil_interface,Bloat
SAMP_4753,11.26,28.0,84.2,315.21,oral_cavity,Active Decay
SAMP_4754,7.11,23.5,47.4,167.11,oral_cavity,Active Decay
SAMP_4755,19.76,22.6,86.8,446.69,skin_surface,Advanced Decay
SAMP_4756,20.1,28.5,57.5,572.9,skin_surface,Advanced Decay
SAMP_4757,0.1,27.4,59.0,2.74,oral_cavity,Fresh
SAMP_4758,15.05,24.6,63.1,370.3,skin_surface,Advanced Decay
SAMP_4759,6.18,23.9,75.9,147.59,skin_surface,Bloat
SAMP_4760,30.0,24.5,76.0,735.0,oral_cavity,Dry Remains
SAMP_4761,6.6,20.4,64.0,134.67,skin_surface,Bloat
SAMP_4762,30.0,21.8,66.2,654.0,oral_cavity,Dry Remains
SAMP_4763,14.05,18.4,41.5,258.47,oral_cavity,Active Decay
SAMP_4764,2.86,20.7,55.2,59.17,soil_interface,Bloat
SAMP_4765,7.73,20.5,57.3,158.47,oral_cavity,Active Decay
SAMP_4766,30.0,19.5,67.9,585.0,oral_cavity,Advanced Decay
SAMP_4767,19.49,22.5,67.9,438.44,soil_interface,Advanced Decay
SAMP_4768,1.02,20.7,75.5,21.2,skin_surface,Fresh
SAMP_4769,12.25,24.0,75.9,294.11,skin_surface,Active Decay
SAMP_4770,4.24,15.5,51.8,65.72,skin_surface,Bloat
SAMP_4771,0.1,21.5,78.5,2.15,skin_surface,Fresh
SAMP_4772,5.17,22.5,41.0,116.24,skin_surface,Bloat
SAMP_4773,2.68,20.8,75.8,55.65,oral_cavity,Bloat
SAMP_4774,17.09,21.3,45.1,363.92,skin_surface,Advanced Decay
SAMP_4775,4.11,15.7,76.5,64.6,oral_cavity,Bloat
SAMP_4776,17.57,23.4,66.4,411.25,oral_cavity,Advanced Decay
SAMP_4777,0.1,24.6,61.9,2.46,skin_surface,Fresh
SAMP_4778,3.68,24.0,74.5,88.3,skin_surface,Bloat
SAMP_4779,2.76,26.2,41.8,72.3,oral_cavity,Bloat
SAMP_4780,2.66,22.8,51.2,60.65,oral_cavity,Bloat
SAMP_4781,0.71,23.9,70.8,16.88,skin_surface,Fresh
SAMP_4782,2.07,22.6,82.4,46.82,skin_surface,Bloat
SAMP_4783,8.11,24.8,59.1,201.11,soil_interface,Active Decay
SAMP_4784,3.44,15.7,52.9,54.07,skin_surface,Bloat
SAMP_4785,5.4,18.4,65.9,99.41,soil_interface,Bloat
SAMP_4786,4.73,28.3,71.1,133.86,skin_surface,Bloat
SAMP_4787,20.87,12.2,61.0,254.58,skin_surface,Active Decay
SAMP_4788,23.57,21.4,83.8,504.4,soil_interface,Advanced Decay
SAMP_4789,6.79,26.7,66.2,181.34,soil_interface,Active Decay
SAMP_4790,4.01,21.6,41.8,86.55,skin_surface,Bloat
SAMP_4791,1.13,20.4,51.2,23.04,skin_surface,Fresh
SAMP_4792,30.0,22.5,62.5,675.0,oral_cavity,Dry Remains
SAMP_4793,0.62,20.6,74.9,12.8,soil_interface,Fresh
SAMP_4794,3.53,22.1,51.0,78.08,skin_surface,Bloat
SAMP_4795,3.54,19.3,88.8,68.31,soil_interface,Bloat
SAMP_4796,3.86,26.4,55.9,101.97,oral_cavity,Bloat
SAMP_4797,1.79,27.7,66.6,49.71,oral_cavity,Bloat
SAMP_4798,15.29,21.5,40.9,328.65,skin_surface,Active Decay
SAMP_4799,1.31,16.5,84.2,21.56,soil_interface,Fresh
SAMP_4800,10.08,19.9,79.4,200.51,soil_interface,Active Decay
SAMP_4801,1.32,21.3,49.8,28.16,oral_cavity,Fresh
SAMP_4802,0.73,24.0,86.7,17.56,skin_surface,Fresh
SAMP_4803,24.02,18.0,55.8,432.29,oral_cavity,Advanced Decay
SAMP_4804,2.11,18.9,74.6,39.86,skin_surface,Bloat
SAMP_4805,17.22,24.0,80.9,413.22,skin_surface,Advanced Decay
SAMP_4806,7.87,25.8,77.0,202.95,skin_surface,Active Decay
SAMP_4807,0.81,19.5,85.9,15.81,soil_interface,Fresh
SAMP_4808,30.0,16.7,83.2,501.0,oral_cavity,Advanced Decay
SAMP_4809,2.84,32.0,89.7,90.76,skin_surface,Bloat
SAMP_4810,19.64,25.1,49.1,492.86,skin_surface,Advanced Decay
SAMP_4811,1.85,20.9,55.2,38.64,oral_cavity,Bloat
SAMP_4812,19.24,25.5,71.8,490.56,soil_interface,Advanced Decay
SAMP_4813,0.13,21.5,76.7,2.86,soil_interface,Fresh
SAMP_4814,7.17,25.5,66.7,182.83,oral_cavity,Active Decay
SAMP_4815,14.67,22.6,43.7,331.6,skin_surface,Active Decay
SAMP_4816,27.3,22.4,82.1,611.57,oral_cavity,Dry Remains
SAMP_4817,23.99,21.5,88.0,515.81,skin_surface,Advanced Decay
SAMP_4818,17.13,16.2,60.3,277.46,skin_surface,Active Decay
SAMP_4819,21.91,29.8,51.2,652.91,oral_cavity,Dry Remains
SAMP_4820,2.22,18.2,41.0,40.43,soil_interface,Bloat
SAMP_4821,3.34,16.6,51.9,55.5,skin_surface,Bloat
SAMP_4822,3.41,21.1,75.0,71.96,soil_interface,Bloat
SAMP_4823,4.73,18.2,85.6,86.14,oral_cavity,Bloat
SAMP_4824,5.0,21.8,44.7,108.95,soil_interface,Bloat
SAMP_4825,7.86,24.8,67.7,195.05,skin_surface,Active Decay
SAMP_4826,1.74,26.0,74.8,45.29,oral_cavity,Bloat
SAMP_4827,11.75,25.3,53.8,297.33,oral_cavity,Active Decay
SAMP_4828,1.83,20.8,68.5,38.15,soil_interface,Bloat
SAMP_4829,3.72,22.2,75.8,82.48,skin_surface,Bloat
SAMP_4830,7.0,23.6,81.9,165.17,skin_surface,Active Decay
SAMP_4831,15.92,15.0,62.6,238.77,soil_interface,Active Decay
SAMP_4832,13.45,24.3,77.4,326.84,oral_cavity,Active Decay
SAMP_4833,10.37,16.2,55.1,168.02,skin_surface,Active Decay
SAMP_4834,1.69,30.2,50.7,51.14,skin_surface,Bloat
SAMP_4835,7.92,20.4,49.4,161.56,skin_surface,Active Decay
SAMP_4836,0.92,21.3,57.9,19.49,oral_cavity,Fresh
SAMP_4837,4.74,18.9,41.8,89.55,skin_surface,Bloat
SAMP_4838,5.34,19.5,54.1,104.05,skin_surface,Bloat
SAMP_4839,0.41,31.1,72.6,12.63,skin_surface,Fresh
SAMP_4840,3.2,25.8,72.4,82.61,skin_surface,Bloat
SAMP_4841,30.0,15.8,43.7,474.0,oral_cavity,Advanced Decay
SAMP_4842,30.0,28.0,54.4,840.0,soil_interface,Dry Remains
SAMP_4843,4.34,26.8,68.5,116.41,skin_surface,Bloat
SAMP_4844,0.44,20.9,55.9,9.21,soil_interface,Fresh
SAMP_4845,1.97,23.2,60.9,45.78,oral_cavity,Bloat
SAMP_4846,4.98,21.9,75.6,109.05,oral_cavity,Bloat
SAMP_4847,29.52,29.9,40.5,882.73,oral_cavity,Dry Remains
SAMP_4848,1.52,18.8,53.8,28.62,skin_surface,Fresh
SAMP_4849,14.42,22.6,47.1,325.86,oral_cavity,Active Decay
SAMP_4850,1.15,20.3,46.4,23.36,skin_surface,Fresh
SAMP_4851,30.0,16.3,88.0,489.0,soil_interface,Advanced Decay
SAMP_4852,4.81,30.8,58.8,148.04,oral_cavity,Bloat
SAMP_4853,14.93,17.3,66.4,258.24,oral_cavity,Active Decay
SAMP_4854,4.19,22.9,76.7,96.05,soil_interface,Bloat
SAMP_4855,9.88,15.0,42.4,148.2,oral_cavity,Bloat
SAMP_4856,2.13,20.4,52.1,43.5,skin_surface,Bloat
SAMP_4857,1.58,23.7,81.6,37.41,oral_cavity,Bloat
SAMP_4858,27.82,18.7,83.1,520.17,skin_surface,Advanced Decay
SAMP_4859,24.97,24.3,58.6,606.71,oral_cavity,Dry Remains
SAMP_4860,21.85,20.9,58.7,456.57,skin_surface,Advanced Decay
SAMP_4861,9.82,26.6,77.8,261.21,skin_surface,Active Decay
SAMP_4862,16.52,27.4,54.8,452.55,skin_surface,Advanced Decay
SAMP_4863,0.72,19.7,45.9,14.09,oral_cavity,Fresh
SAMP_4864,4.08,22.3,52.9,90.91,skin_surface,Bloat
SAMP_4865,3.76,22.7,59.4,85.45,oral_cavity,Bloat
SAMP_4866,10.1,24.5,42.6,247.36,soil_interface,Active Decay
